id,domanda,risposta_a,risposta_b,risposta_c,risposta_d,corretta,macrocategoria,is_situazionale,efficace_alta,efficace_neutra,efficace_bassa,created_at,deleted_globally,risposta_e
1778852211815-6,"Dopo anni di risultati eccellenti ti aspetti legittimamente un incremento retributivo maggiore rispetto a quello a suo tempo concordato. Hai l'incontro con il tuo superiore, come affronti la questione con l'obiettivo di portare a casa un risultato concreto?",A Dici al tuo superiore che hai veramente meritato un incremento retributivo e che ne hai necessità per esigenze familiari.,B Affronti il tuo superiore dimostrandogli quanto hai consentito al dipartimento di risparmiare con la tua azione andando ben oltre le aspettative a suo tempo concordate. L'allineamento retributivo del resto è in linea con quello detenuto da colleghi di uffici pari al tuo.,C Ti prepari all'incontro con il tuo superiore avendo cura di portare elementi e dati che dimostrino con chiarezza i vantaggi anche in termini economico-finanziario che l'ufficio da te diretto ha conseguito di gran lunga superiori rispetto a quanto concordato a suo tempo. Metti in evidenza l'impegno e i rischi che comporta il tuo ruolo da mettere in relazione con quanto da te richiesto,,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778852211815-7,"La Direzione ha avviato un sistema di valutazione pochi mesi fa, senza informarci che i risultati sarebbero stati collegati al premio annuale. Un gruppetto di collaboratori che ha ricevuto una valutazione bassa ora pretende delle spiegazioni","A Ascolto le rimostranze di questo gruppetto e illustro quali criteri sono stati adottati per costruire il sistema. Per favorire un clima più positivo nel gruppo, potrei provare a chiedere alla Direzione di ignorare gli esiti della valutazione nella definizione dei premi per questo anno, vista la mancanza di una comunicazione chiara.","B In accordo con la Direzione, fisso un incontro con tutti i collaboratori, scusandomi per la mancanza di chiarezza che purtroppo ha coinvolto anche noi. Cerco di far capire loro che la valutazione deve essere una leva per il cambiamento e il miglioramento continuo. Illustro quali criteri sono stati adottati per costruire il sistema e mi mostro disponibile per raccogliere eventuali suggerimenti per la prossima valutazione.","C Fisso un incontro con tutti i collaboratori nel quale faccio capire bene che la responsabilità dell'accaduto non è mia. È importante infatti che non perdano fiducia nel sistema di valutazione come leva per il miglioramento della performance. Prometterò di fare pressioni sulla Direzione, affinché nella prossima valutazione la comunicazione sia chiara ed esaustiva.",,,Situazionali,true,B,A,C,2026-05-15 21:10:33.313064,false,
1778852216355-1,Il Diritto all'uso delle tecnologie di cui all'art. 3 del CAD:,È riconosciuto anche ai fini dell'esercizio dei diritti di accesso e della partecipazione al procedimento amministrativo.,È riconosciuto solo nei rapporti con le amministrazioni centrali dello Stato.,È riconosciuto esclusivamente alle imprese.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-12,Ogni trattamento di dati personali deve avvenire nel rispetto dei principi fissati all'art. 5 del Regolamento (UE) 2016/679. In applicazione del principio di 'limitazione della conservazione' i dati personali sono:,Conservati in una forma che consenta l'identificazione degli interessati per un arco di tempo non superiore al conseguimento delle finalità per le quali sono trattati.,"Trattati in maniera da garantire un'adeguata sicurezza dei dati personali, compresa la protezione, mediante misure tecniche e organizzative adeguate, da trattamenti non autorizzati o illeciti e dalla perdita, dalla distruzione o dal danno accidentali.","Raccolti per finalità determinate, esplicite e legittime, e successivamente trattati in modo che non sia incompatibile con tali finalità.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-17,"Secondo l’All. 5 delle Linee Guida sulla formazione, gestione e conservazione dei documenti informatici, quale metadato del documento amministrativo informatico ha come 'Sottocampi' Oggetto e Parole chiave?",Chiave descrittiva.,Dati di registrazione.,Classificazione.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-18,"Nell'ambito delle Linee guida sulla formazione, gestione e conservazione dei documenti informatici promosse dall'Agid (glossario), con quale termine si indica solitamente la struttura logica che permette di organizzare documenti e oggetti digitali secondo uno schema desunto dalle funzioni e dalle attività dell'amministrazione interessata?",Certificato di denominazione.,Titolario.,Percorso.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-19,Enrico ottiene una parte di profitti tripla di quella avuta dai suoi due soci. I due soci si dividono in parti uguali i profitti. Quale frazione dell'intero riceve Enrico?,2/5.,1/2.,3/5.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-20,Un bambino ha 4 anni e suo cugino è appena diventato maggiorenne. Trascorsi 7 anni quale età avrà il bambino e quale suo cugino?,Il bambino 11 anni e suo cugino 23 anni.,Il bambino 14 anni e suo cugino 21 anni.,Il bambino 11 anni e suo cugino 25 anni.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-21,Quale termine integra la serie che segue: ZATTERA - CARAVELLA - PATTINO - ..?..,COCCHIO.,GOZZO.,AEROPLANO.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-22,BASCO - PANAMA - PAPALINA - ..?..,CANAPA.,COTONE.,BOMBETTA.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-23,Quale dei seguenti termini integra correttamente la serie: MANICO - CORONA - NATALE - ..?..,Labile.,Legare.,Liscio.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-24,Quale numero completa la serie? 70 - 60 - 65 - 55 / 60 - 50 - 55 - ...,40.,50.,45.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-25,Nocciolo sta a Nocciola come ..?.. sta a ..?...,Olivo - Oliva.,Pera - Pero.,Susina - Susino.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-26,Notte sta a Nero allora ...?.. sta a ..?...,Grigio - Fumo.,Bianco - Neve.,Foglia - Verde.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-3,"Delega, avocazione e sostituzione sono istituti che determinano lo spostamento dell’esercizio della competenza. La sostituzione:","È un atto amministrativo di tipo organizzatorio per effetto del quale un organo o un ente conferisce unilateralmente ad un altro organo o a un altro ente il potere di provvedere in ordine a una determinata materia, rientrante nella propria competenza.",Comporta l'esercizio di un potere da parte di un organo diverso da quello cui il potere stesso è attribuito e presuppone sempre un’inerzia del sostituito.,È l’atto mediante il quale un organo gerarchicamente superiore decide di esercitare un potere attribuito alla competenza di un organo inferiore per motivi di interesse pubblico e indipendentemente dall'inadempimento dell'organo istituzionalmente competente.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-34,"Ai sensi dell'art. 5-bis, CAD, le comunicazioni di atti e provvedimenti amministrativi da parte delle amministrazioni pubbliche alle imprese avviene:",Esclusivamente utilizzando le tecnologie dell'informazione e della comunicazione.,Utilizzando ogni modalità disponibile.,A discrezione dell'amministrazione che provvede alla comunicazione.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-35,"La contrattazione collettiva può istituire procedure di impugnazione dei provvedimenti disciplinari, a norma dell'articolo 55 del D.Lgs. 165/2001?","Sì, ma solo per i provvedimenti disciplinari che irrogano le sanzioni disciplinari del rimprovero verbale e della censura.","Sì, ma solo per i provvedimenti disciplinari che irrogano le sanzioni disciplinari della multa e della sospensione dal servizio e dalla retribuzione per più di dieci giorni.",No.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-37,Complete the sentence by using one of the options given: Zoe is not here. She left about twenty minutes ________.,Just.,Ago.,Past.,,B,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-39,"In base all'art. 37, par. 6, del GDPR, il responsabile della protezione dei dati (RPD):",Non deve essere un dipendente del titolare del trattamento o del responsabile del trattamento.,Deve essere necessariamente un dipendente del titolare del trattamento o del responsabile del trattamento.,Può essere un dipendente del titolare del trattamento o del responsabile del trattamento o assolvere i suoi compiti in base a un contratto di servizi.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-4,"Obbligo di rendere pubbliche le disposizioni adottate dalla p.a. in merito alla determinazione della UO responsabile di ogni adempimento procedimentale - Obbligo di consentire agli interessati l’accesso ai documenti amministrativi. A quale criterio sono da ricondurre i citati obblighi, previsti dalla l. n. 241/1990?",Criterio di efficacia.,Criterio di efficienza.,Criterio di pubblicità.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-41,Quale dei seguenti termini può sostituire la parola importante senza modificare il significato della frase ove essa è inserita?,Ragguardevole.,Estemporaneo.,Subitaneo.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-42,"Nell'ambito delle Linee guida sulla formazione, gestione e conservazione dei documenti informatici promosse dall'Agid (glossario), con quale termine si indica solitamente il registro su cui vengono annotati, con un numero progressivo, i fascicoli secondo l'ordine cronologico in cui si costituiscono all'interno delle suddivisioni del piano di classificazione?",Esplicativo.,Repertorio.,Programma.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-5,L'analisi e integrazione dei dati:,è un processo esclusivamente di trasformazione di dati con il fine di evidenziare informazioni che suggeriscano conclusioni e supportino le decisioni strategiche aziendali.,"è un processo di ispezione, pulizia, trasformazione e modellazione di dati con il fine di evidenziare informazioni che suggeriscano conclusioni e supportino le decisioni strategiche aziendali.",è un processo esclusivamente di modellazione di dati con il fine di evidenziare informazioni che suggeriscano conclusioni e supportino le decisioni strategiche aziendali.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-7,Complete the sentence by using one of the options given: Yesterday John bought a ________ of sunglasses with his pocket money.,Bit.,Piece.,Pair.,,C,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852216356-8,Complete the sentence by using one of the options given: Patrick's luggage is not _______ heavy as I thought it would be.,Many.,As.,Well.,,B,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-1,"Lo SPID (art. 64, CAD) è:",Il sistema pubblico per la gestione dell'identità digitale riservato ai cittadini.,"Uno dei documenti di riconoscimento personale italiani, insieme alla CIE.","Costituito come insieme aperto di soggetti pubblici e privati che, previo accreditamento da parte dell'Agid, identificano gli utenti per consentire loro il compimento di attività e l'accesso ai servizi in rete.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-12,I dati particolari necessari per finalità di medicina preventiva devono essere trattati da o sotto la responsabilità di un professionista soggetto al segreto professionale?,Il GDPR nulla dispone in merito.,"L'art. 9, del GDPR prevede che ogni Stato membro decida autonomamente se e in quale misura adottare opportune tutele.","Si, lo prevede espressamente l'art. 9, del GDPR.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-15,Quale è lo scopo di una tecnologia Cloud?,Raggruppare e automatizzare le risorse virtuali per l'utilizzo on demand.,Creare più ambienti simulati da un unico sistema hardware fisico.,"Fornire pacchetti di risorse ad utenti specifici, per finalità specifiche.",,A,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-17,"Nel maggio 2021 sono state pubblicate 'Linee Guida sulla formazione, gestione e conservazione dei documenti informatici dell’AGID'. Dette Linee Guida hanno carattere vincolante?","Si, hanno carattere vincolante e assumono valenza erga omnes.","No, in quanto norme tecniche.","Si, sono vincolanti per le sole amministrazioni centrali dello Stato.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-18,"Nei processi di scansione massiva - All. 3 'Linee Guida sulla formazione, gestione e conservazione dei documenti informatici', qual è la prima fase del Ciclo di dematerializzazione?",Indicizzazione.,Presa in carico della documentazione.,Analisi e progettazione.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-19,Quale dei seguenti Paesi è logico eliminare dal gruppo proposto? SOMALIA - INDIA - EGITTO - LIBIA - NIGERIA.,India.,Somalia.,Egitto.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-2,"Nel CAD la 'caratteristica di un sistema informativo, le cui interfacce sono pubbliche e aperte, di interagire in maniera automatica con altri sistemi informativi per lo scambio di informazioni e l'erogazione di servizi' è denominata:",Allineamento dei dati.,Interoperabilità.,Disponibilità.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-20,Individuare il numero mancante: ... - 34 - 49 - 64.,5.,19.,15.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-22,Cosa significa negare la frase tutte le donne americane sono ricche”?,Esiste almeno una donna americana povera.,Devono esistere almeno due donne americane povere.,Nessuna donna americana è povera.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-23,Gli studenti che frequentano il corso di economia politica sono complessivamente 63. 38 sono uomini e 25 sono donne. La percentuale di uomini è di circa:,"60,32%.","72,02%.","58,12%.",,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-24,"In fila al supermercato di un grande magazzino ci sono 432 persone e le casse aperte sono solo due. Calcolare quante persone sono in fila ad ogni cassa, sapendo che le persone in fila alla prima cassa sono il triplo di quelle presenti alla seconda.","Le persone in fila alla prima classe sono 320, quelle in fila alla seconda sono 132.","Le persone in fila alla prima cassa sono 300, quelle in fila alla seconda sono 132.","Le persone in fila alla prima cassa sono 324, quelle in fila alla seconda sono 108.",,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-25,..?.. sta a Caserta come Calabria sta a ..?...,Campania - Catanzaro.,Abruzzo - Potenza.,Basilicata - Taranto.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-26,Indicare quale animale eliminerebbe tra quelli proposti: Fox terrier - Setter - Furetto.,Setter.,Furetto.,Fox terrier.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-3,"Con riferimento all’incompatibilità, cumulo di impieghi e incarichi (c.d. diritto di esclusiva), sono esclusi i compensi derivati da incarichi conferiti dalle organizzazioni sindacali a dipendenti presso le stesse distaccati o in aspettativa non retribuita (comma 6, art. 53, D.Lgs. 165/2001)?",Si.,Solo per il personale assunto a tempo parziale.,"No, sono esclusi solo i compensi derivati da attività di formazione diretta ai dipendenti della pubblica amministrazione.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-4,"A norma dell'art. 52 del decreto legislativo n. 165/2001 è corretto affermare che il prestatore di lavoro deve essere adibito alle mansioni corrispondenti alla qualifica superiore che abbia successivamente acquisito per effetto delle procedure selettive di cui all'articolo 35, comma 1, lettera a), del medesimo decreto?",Sì.,"No, deve essere adibito solo alle mansioni per le quali è stato assunto.","No, può essere adibito solo alle mansioni equivalenti nell'ambito dell'area di inquadramento.",,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-6,"Nel processo di “estrazione di conoscenza” dai Big Data, l'attività di 'elaborazione' si articola in:","estrazione, memorizzazione e interpretazione.","estrazione, integrazione e analisi.",acquisizione e memorizzazione.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-7,"Complete the sentence by using one of the options given: If I _________ the President, I would build more schools.",Were.,Have.,Am.,,A,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852661754-8,Complete the sentence by using one of the options given: The film we watched was a psychological thriller about a man _______ killed his wife and got away with it.,Whose.,Which.,Who.,,C,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852668230-1,Nel corso di una riunione tra dirigenti viene affrontato il problema dell'innalzamento dei reclami provenienti dal tuo ufficio. È una faccenda a te nota ed è avvenuta nelle ultime settimane a causa dell'inserimento di una nuova risorsa e del cambio di procedura informatica a supporto dell'attività di front office. Come affronti la situazione per non cadere frettolosamente sul banco degli imputati?,A Verifichi con la nuova risorsa che problemi ci sono e se vedi che non è in grado magari la sostituisci con una persona più affidabile. Tranquillizzi gli altri colleghi impegnandoti ad assicurare la qualità di tutti i documenti che nel frattempo usciranno dal tuo ufficio.,B Ti accerti con la persona se la formazione ricevuta per affrontare la nuova procedura risulta adeguata. Concordi un eventuale ulteriore intervento formativo. Fai anche una verifica interna sull'efficacia della nuova procedura e se le funzioni di progetto hanno tenuto conto delle richieste a suo tempo inoltrate. In caso chiedi alle funzioni tecniche di rivedere alcuni punti critici. Verso i colleghi illustri quanto stai intraprendendo al riguardo impegnandoti a verificare nel frattempo la qualità di quanto prodotto,C Chiedi ai tuoi colleghi di avere pazienza. Hai messo una risorsa nuova in ufficio e ci vuole tempo perché si ambienti.,,,Situazionali,true,B,C,A,2026-05-15 21:10:33.313064,false,
1778852668230-2,Durante una sessione di lavoro di gruppo che coordini si è letteralmente arenato su un punto critico per il quale non emergono soluzioni,A Proponi una breve pausa,B Riassumi i punti di vista e ne ridiscuti con loro anche con ausilio delle tecniche di brain storming,C Chiudi i lavori ci ripenserai con calma,,,Situazionali,true,B,A,C,2026-05-15 21:10:33.313064,false,
1778852668230-3,Ti trovi a lavorare in un gruppo di lavoro che è impegnato su un importante progetto per il dipartimento che ha scadenza a breve. Sono previsti contributi di altri partecipanti al team ma non sembrano né ingaggiati né attivati,"A Lavori in modo determinato ed in autonomia sulla parte a te assegnata, per quello che manca saranno responsabili gli altri",B Comunichi questa situazione al tuo responsabile affinché definisca lui le modalità di intervento; non è tuo compito coinvolgere le persone,C Convochi una riunione con i colleghi e evidenzi con fermezza e decisione l'importanza dei dati e dei tempi di consegna del progetto,,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778852668230-4,"Un collaboratore, prossimo alla pensione, si dovrebbe occupare nelle prossime settimane del passaggio di consegne con quello che sarà il suo sostituto, tuttavia mi riferiscono essere sfuggente e poco propenso a condividere le proprie conoscenze.",A Incontro entrambi per definire insieme quali siano le attività e le conoscenze che meritano un'attenzione in questa fase. Programmiamo una serie di incontri specifici per questa attività. Infine incoraggio il junior ad organizzare una festa per il pensionamento.,"B Incontro per prima cosa il collaboratore senior cercando di fargli capire che anche se lui è prossimo alla pensione, l'azienda ha bisogno di andare avanti. Se capisco che ad inibire questo passaggio di consegne è il pensiero di trovarsi al termine del percorso professionale, posso ricordargli che con tutto quel tempo libero potrà dedicarsi al suo sport o hobby preferito.","C Incontro per prima cosa il collaboratore senior cercando il suo ingaggio, investendolo della carica di mentore. L'importante è farlo sentire parte attiva di un processo di trasferimento di informazioni e conoscenze. Pianifico quindi una serie di incontri, alcuni tra loro e altri alla mia presenza, per monitorare questo processo.",,,Situazionali,true,C,A,B,2026-05-15 21:10:33.313064,false,
1778852668230-5,"Uno dei miei collaboratori, con ruolo di coordinatore, delega la maggior parte delle proprie attività, anche quelle che dovrebbe fare in prima persona e quando sorgono problemi ed errori, è il primo a puntare il dito verso i propri colleghi","A Fisso un incontro allo scopo di delineare il livello di responsabilità legato al ruolo, non tanto quelle che sono le attività delegabili. Nell'esercitare il proprio ruolo, può agire la delega come vuole ma occorre che sia consapevole che la responsabilità rimane a lui e che delegare non significa scaricare i problemi.",B Mi preparo all'incontro con una lista di possibili attività delegabili. È bene infatti restringere la discrezionalità e far sì che il ruolo sia ben definito. Nelle aree grigie è più facile scaricarsi delle responsabilità.,"C Decido di esercitare un maggiore controllo su questo responsabile, in modo che per lui sia più difficile continuare con questa condotta.",,,Situazionali,true,A,B,C,2026-05-15 21:10:33.313064,false,
1778852668230-7,"Una persona, segnalata dalla direzione, è stata inserita nel mio team, tuttavia è poco preparata e si mostra poco umile nell'apprendimento. So di non poterla allontanare, avendo la sponsorship della direzione.","A Faccio buon viso a cattivo gioco ma gradualmente le aumento il carico di lavoro, così quando non sarà in grado di tenere il ritmo delle scadenze e delle consegne avrò un valido pretesto per chiedere che venga spostata in un altro ufficio.","B Le parlo direttamente in modo che capisca che anche se gode della 'protezione' della Direzione, io non intendo fare sconti e mi aspetto che le sue prestazioni migliorino a breve.","C Faccio buon viso a cattivo gioco, cerco di darle incarichi nei quali può commettere meno errori, senza tuttavia alleggerirla dalle proprie attività per evitare di commettere disparità e quindi, per non creare malumori nel resto del gruppo",,,Situazionali,true,C,B,A,2026-05-15 21:10:33.313064,false,
1778852921765-1,Nel CAD il soggetto che presta servizi di trasmissione dei documenti informatici mediante la posta elettronica certificata è denominato:,Gestore di posta elettronica certificata.,Titolare di firma elettronica.,Gestore informatico dei documenti.,,A,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-2,"Nel CAD il documento elettronico che contiene la rappresentazione informatica di atti, fatti o dati giuridicamente rilevanti è denominato:",Dato delle PPAA.,Documento informatico.,Dato pubblico.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-3,Indicare il corretto ordine delle quattro principali fasi del procedimento amministrativo.,Istruttoria - iniziativa - decisoria - integrativa dell'efficacia.,Iniziativa - istruttoria - decisoria - integrativa dell'efficacia.,Iniziativa - istruttoria - integrativa dell'efficacia - decisoria.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-4,"Con riferimento ai tipi di attività amministrativa, l’amministrazione consultiva comprende:",Le attività dirette a sindacare secondo il diritto o secondo le regole della buona amministrazione l’operato degli agenti a cui sono demandati i compiti di amministrazione attiva.,Tutte le attività con cui la pubblica amministrazione agisce per realizzare i propri fini.,"Le attività dirette a fornire pareri, orientamenti e chiarimenti alle autorità che devono provvedere su un determinato oggetto.",,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-5,In cosa consiste il processo di integrazioni di dati?,Nell'acquisizione e riorganizzazione di dati provenienti da più fonti solo se tra loro omogeee.,Nell'acquisizione e riorganizzazione di dati provenienti da più fonti anche tra loro eterogenee.,Nell'acquisizione e riorganizzazione di dati provenienti da più fonti anche tra loro omogenee.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-7,Complete the sentence by using one of the options given: Peter arrived at his parents'House ______ Thursday night.,At.,On.,In.,,B,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852921765-8,"Complete the sentence by using one of the options given: Our house wasn't very far from the hospital, it ________ us about two minutes to walk to the hospital.",Run.,Walked.,Took.,,C,Inglese,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-17,"Nell’ambito delle Linee guida sulla formazione, gestione e conservazione dei documenti informatici (glossario), come si chiama il pacchetto informativo generato dalla trasformazione di uno o più pacchetti di versamento coerentemente con le modalità riportate nel manuale di conservazione?",Pacchetto di distribuzione.,Pacchetto di file.,Pacchetto di archiviazione.,,C,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-18,"Secondo le Linee Guida sulla formazione, gestione e conservazione dei documenti informatici, nelle pubbliche amministrazioni chi assicura la trasmissione del pacchetto di versamento al sistema di conservazione?",Solo il responsabile della gestione documentale.,Il responsabile della gestione documentale o il coordinatore della gestione documentale ove nominato.,Solo il responsabile della conservazione.,,B,Diritto_Amministrativo,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-19,"Se una persona percorre 100 metri in tre minuti, quanto tempo impiegherà a percorrere 3 chilometri mantenendo lo stesso passo?",2 ore e 15 minuti.,1 ora e 30 minuti.,1 ora e 20 minuti.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-20,"Quale dei termini proposti, inserito tra le parentesi, assume un significato associabile sia al termine che precede che a quello che segue: Punta ( ) Successo.",Apice.,Accaduto.,Estremità.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-21,"Un treno che è arrivato a Milano alle ore 21 e 23 minuti, aveva un ritardo di 2 ore e 50 minuti. Quale doveva essere l'ora di arrivo?",Le 17 e 33 minuti.,Le 17 e 45 minuti.,Le 18 e 33 minuti.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-22,Quale termine integra la serie che segue: NATANTE - CHIATTA - GONDOLA - ..?..,CALESSE.,MOTOSCAFO.,BULLDOZER.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-23,Quali lettere non inserirebbe al posto degli spazi per ottenere una parola di senso compiuto ed uso corrente? R_M_.,A - U.,A - O.,I - E.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-24,Individuare il termine che completa logicamente la proporzione: geniale sta a gergale come bagnare sta a ..?..,Bagnina.,Balenare.,Bastare.,,C,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-25,Quale numero completa la serie? 4 - 16 / 5 - 25 / ... - 49.,7.,8.,6.,,A,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-26,Se ANTIMATERIA sta a AA allora....,FOTOMETRICO sta a OF.,PASTICCERIA sta a AT.,DORMIVEGLIA sta a AG.,,B,Logica,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-28,Quale è l'acronimo utilizzato per le reti Internet con collegamento in fibra dalla centrale fino alla propria abitazione?,FWA.,FTTC.,FTTH.,,C,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-30,Come si chiama in Windows 10 una situazione che può essere ripristinata al fine da correggere un malfunzionamento del sistema operativo a seguito di un aggiornamento o dell'installazione di un software?,Snapware.,Punto di Ripristino.,Defrag.,,B,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852921766-33,Nel firmare digitalmente un documento l'utente usa:,La sua chiave privata.,"Entrambe le chiavi, pubblica e privata.",La sua chiave pubblica.,,A,Uso_delle_tecnologie,false,,,,2026-05-15 21:10:33.313064,false,
1778852926456-1,"Io e una collaboratrice abbiamo i figli a scuola insieme, questo vedersi al di fuori dell'ambiente lavorativo, l'ha spinta ad essere sempre più informale nei miei confronti e talvolta ad ignorare consegne che le avevo dato da fare con urgenza","A Fisso un incontro in ufficio nel quale le espongo apertamente cosa sta accadendo. Anche se incontrarsi fuori dall'ufficio è una situazione piacevole, ciò non deve inficiare negativamente sulla relazione lavorativa e sulle attività che vengono assegnate.","B Certe situazioni sono poco reversibili, pertanto cerco di incontrarla fuori dall'ufficio e con una battuta e un po' di umorismo cerco di farle capire che sarebbe opportuno che in ufficio mantenessimo rapporti più formali, almeno all'apparenza","C Modifico il mio atteggiamento sia in ufficio che fuori, in modo che capisca in maniera indiretta, l'importanza di riportare le opportune distanze.",,,Situazionali,true,A,B,C,2026-05-15 21:10:33.313064,false,
1778852926456-2,"Un gruppetto di collaboratori si lamentano con me rispetto al loro diretto responsabile, lascia loro pochi margini di autonomia, esercita un controllo davvero opprimente ed è poco attento alla loro crescita. Io ne ero al corrente ma data l'elevata produttività del team, avevo inizialmente lasciato correre.","A Decido per il momento di ignorare la questione. Il team ha una sua efficacia con questa gestione, pertanto cambiare gli equilibri potrebbe portare a risultati meno performanti.","B Non potendo ignorare questa situazione, incontro in prima istanza il responsabile. Partendo da quanto di buono è stato fatto nel suo team, gli faccio tuttavia notare che il suo ruolo richiede anche un'attenzione alla crescita delle persone e che gradualmente dovrà imparare a fidarsi e a delegare di più.","C Non potendo ignorare questa situazione, gli fisso un incontro con le risorse umane affinché gli propongano un intervento ad hoc.",,,Situazionali,true,B,C,A,2026-05-15 21:10:33.313064,false,
1778852926456-3,"Quando decidi di preparare una riunione con il tuo team, di solito ritieni indispensabile",A Avere un ordine del giorno ed un moderatore per evitare che alcune persone sottraggano tempo ai colleghi.,"B Guidare la discussione, facendo in modo che non ci siano pareri troppo discordanti. Evitare che i conflitti interferiscano sulla riunione.",C Inviare un invito coinvolgente e che identifichi bene il problema da affrontare.,,,Situazionali,true,A,C,B,2026-05-15 21:10:33.313064,false,
